text,label,
im not satisfied with the services and no longer want to be a customer,55,
i think i was wrongly charged in a recent transaction when i used my card,15,
they is a payment i dont recognize on my statement,16,
how long does it take for pending to go through,48,
can i exchange currencies usign this app,33,
why do i need to verify my identity,74,
what all is needed for the identity verification,69,
who can send me money,50,
how do i reset my passcode,44,
how do i actually obtain a card myself,43,
why is there an identify check,74,
how can i make my card ready to use,0,
when will i get my refund,51,
how long do tranfers from a uk account usuallt take for you i just made a transfer and nothing shows up so just wondering if things went ok,5,
there is not a refund in my statement,51,
is it possible to top up with google pay,2,
how long after i receive my statement can i dispute payments on it,28,
i transferred money to my account but it is not showing,5,
my card couldnt pay in a shop,25,
the amount of cash i received was not the full amount,75,
i have a pending transaction,48,
my account was charged a debit payment i dont recognize,28,
the atm shows a withdraw of the amount of money i requested but i didnt revieve that amount in cash,75,
why isnt the transfer to my account showing up,5,
where is a atm that accepts mastercard,3,
i made a bank transfer and the balance hasnt updated yet,5,
i noticed the currency exchange rate was incorrect after paying for something in a foreign country,17,
can you show me where to link the new card,13,
what is the process for activating my new card,0,
i didnt realize that there were any fees for withdrawing money from my accountthis has never happened to me before what exactly are the fees,19,
i see money go out that i didnt withdraw,20,
what are the requirements to verify my identity,69,
why did i get charged a fee i thought it was free,19,
my friend wants to send me money can she,50,
how long is the transfer,67,
what if i want to add a card i already have to the app,13,
my topup is still pending,47,
i was charged twice for an instore purchase that i thought was declined my app says that its still pending for one of the payments please make sure one of the charges is removed,63,
how do i receive a virtual card,40,
i am trying to delete my account,55,
which fiat currencies are supported by you,36,
why was my transfer request decline,27,
how long do i have to wait for the transfer to be finalized,48,
how do i transfer money between two of my accounts,65,
ive got a problem i purchased an item maybe a week or two ago but to the payment came back to my account ive already got what i ordered so why are the payment funds showing up in my account,53,
i think someone stole money from my card,20,
how do i authenticate a topup card,71,
i do not understand why my passcode is not working,44,
can i create my own topup limit,60,
can i see my available money,70,
how much does it cost for additional cards,39,
where do i find how to top off with a check,58,
what should i do if i think someone is using my card without my permission,22,
i was recently mugged and would like to know if i have to have access to the app to use your services and how i would go about setting up your services on a new device belonging to a current user,42,
where are the atms that i can use mastercard,3,
is it possible to change my address,30,
should i add money via bank transfer instead,57,
how do i discontinue my account,55,
i cannot use my pin,49,
how long does it take to get my money,67,
is there any way for you to find my card,41,
what do i have to do to get my virtual card,40,
i had transferred some money but the balance hasnt changed,5,
will you please help me get my card back,18,
how long does it take for a transfer to be in my account,67,
how fast can i transfer something from china,67,
it appears my topup has not gone through,47,
how long does it take for a cash withdrawal to show,46,
the refund doesnt show in my account,51,
will i get charged for sending out more cards,39,
im being asked for a verification code where do i find it,71,
what can i do if i lost my card,41,
extra charge during transfer,64,
is there a charge for getting more cards,39,
i am still waiting for a the cash i deposited this morning,6,
i froze my account but how do i order a replacement card,22,
can i get a visa from you,73,
do you have any fees if i want to add money using an international card,57,
is it possible for me to top up with cash,58,
hi i just topped up my phone and the money was deducted but it seems to have deducted the same amount again please help,61,
what is the reason my cash withdrawal is still pending,46,
do you support changing the currency i use,33,
does your app allow currency exchanges between usd and gbp,33,
i need to reverse a transaction,8,
i must change my pin as soon as possible,21,
how can i find a way to transfer money without it being rejected,27,
do you have a limit for someones age,1,
my card payment didnt go through,25,
can i get payed through this system,50,
why have i been charged an extra pound,34,
i want to choose a new pin,21,
what is the source of your exchange rates,32,
why did you charge me a fee when i made a transfer,64,
i was charged multiple times for one purchase,63,
how many currencies can i have money in in my account,36,
there is a strange payment on my card,16,
how do i use a card to top up,62,
will money be added automatically when necessary,4,
what is the refund procedure,52,
whats the process for topping up by card,62,
i have a payment that is still pending,45,
i cant verify my id why,68,
i made a mistake and need to cancel a transfer,8,
please check my card as withdrawal was working fine so far but this morning suddenly got declined can you please check the problem,26,
i feel as though i have been over charged for the exchange rate on my payment on last saturday,17,
i get a decline message when doing a transfer,27,
it says pending status for my payment why,45,
my topup is taking a while to process,47,
how long does it take to get a refund on something i bought,52,
theres a €1 fee on my statement why,34,
what do i do if i see a cash withdrawal on my account that i dont remember making,20,
where are the transfers originating,70,
i was told to verify my identity how do i do that,69,
i have to verify my source of funds,70,
i have been travelling overseas and i need to change my pin can you tell me how this is done,21,
why hasnt my topup finished pending yet,47,
how can i deposit money to my account,65,
is there a reason my transfer would have been declined,27,
why cant i buy cryptocurrency on the app,7,
how would i use a disposable card,37,
how long will an urgent transfer from china take,67,
why isnt the recipient seeing the transaction i just sent the money,66,
i am having a huge problem with my card being declined and its really important that i topup today would you please look into this further and let me know how i can get this fixed,59,
my thoughts were that you offered crypto top up which does not seem to be working the money has now been taken from my account what is the problem here,61,
what is the most amount of disposable cards allowable,29,
my preference is mastercard,73,
what should i expect to be charged on a sepa transfer,56,
i did a money transfer to my account and it is not showing there,5,
should i order a new card before i freeze my original one,22,
i only got some of the cash i requested from the atm,75,
my payment has been declined several times can you help me,25,
how do i get my virtual card,40,
can i check my recent refund in my statement,51,
i think that there is a payment on my card that i did not authorize i dont recognize the name attached to the transaction,16,
its been several days and my cash withdrawal is still pending why,46,
when i bought something abroad the exchange rate was wrong,17,
i moved so i need to change my address how do i do that,30,
could i get a mastercard and visa from you,73,
how do i change my account details,30,
i have my card here with me and someone has just made a withdrawal for 500 please help,20,
can i cash deposit to top up my account,58,
i tried using my credit card with top up but it didnt work i thought it was supposed to,59,
i finished my transfer i am having an issue with it still pending it has been a long time and im growing impatient,48,
i received a transfer in gbp how do i change it to a different currency,50,
i didnt receive the correct amount of cash when i exchanged it overseas,76,
why was a extra fee added to my account for transfer,64,
how much does it cost to exchange my balance into a foreign currency,31,
my rate is not right when i used my card in a different countrys money,76,
i couldnt transfer money to a beneficiery,7,
what payment methods are used to top up,54,
ive tried to send money to my friends and i keep getting rejected can you please tell me why i dont understand,35,
i dont understand why i was charged an additional fee for this service can you clarify,15,
why is there an extra fee on a transfer,64,
would you please tell me the status of my refund request for a large purchase i made not long ago i contacted the merchant nearly a week ago but havent received it,51,
what is the wait time for delivery to the us,12,
i want a reason as to why my beneficiary is not allowed,7,
i topped up and went to buy something but it says that my funds are pending is there a way to quicken this process,47,
why is there a fee for using my card,15,
i requested for a topup but it has not reflected,59,
i want to do a bank transfer to this bank from an account at another bank,65,
is there a way to see where my money originally came from,70,
id lke my card reactivated i was thinking it was misplaced but i discovered when i woke up that i had left it in my coat,13,
i cant remember my app code can you reset it,44,
i have have multiple charges for one transaction,63,
how do i set up auto topup,4,
can i change my pin without going to a bank branch,21,
my credit card has been declined,25,
is there an extra charge to exchange different currencies,31,
can i let other people have access to my account in order to top up,62,
i do not know what this cash withdrawal is,20,
do i need to go to a physical bank to change my pin,21,
where in the european union can i get a card,24,
what does it mean to have a pending cash withdrawal,46,
why has my top up not gone through yet,47,
i have been trying to make a transfer and it wont go through i have checked all the receipts and its all correct but still wont let me do it,27,
what amount of time does it take for a transfer to reflect and be available,5,
is there somewhere i can send a check to add to my account,58,
i dont see a money transfer yet,48,
a shop i go to didnt let me pay,25,
can my friend send me money,50,
how much does a card cost and why do you charge me,43,
i want to top up by card what do you support,54,
i hope you can help me my account has been compromised from a different town that i havent been to can you please place a hold on my account until i can make it to the bank,20,
you can do that in just a few seconds go to account hit activate and follow the directions from there,0,
money transfer help how long,67,
can you send me more cards for my account,39,
i just bought an item and would like to stop payment can you tell me if the item has been sent yet,52,
i made a transfer from france a couple days ago and dont see the transaction yet how long does an international transfer take,5,
i think the exchange rate for my for my cash withdrawal is wrong,76,
how long do bank transfers usually take,5,
i tried to top up my account and it didnt work,59,
what kind of fees will i pay when i transfer,64,
my identity verification didnt work,68,
which merchants accept this card,10,
i just took some cash out of a cash machine in heathrow airport because i wanted to buy some new sunglasses for my holiday but youve added a fee to the withdrawal what is this,19,
if i dont live in the uk can i get a card,24,
my refund has not shown up in my account where is it,51,
i have a question regarding the pin of the card,38,
do you not accept crypto transfers from certain places because when i tried to do a top up the money just disappeared im not sure what to do or what im doing wrong please help,61,
my topup got reverted please let me know if there is any issue in system,61,
what is the charge for receiving a sepa transfer,56,
why was a transfer declined,27,
hey i got charged extra for some reason when i purchased an app is this a hidden fee or something i dont think its very cool,34,
i tried to transfer some money and it hasnt done it yet whats going on,66,
can i choose my visa or mastercard,73,
the exchange rate is bad are you sure this is the exchange rate,17,
which foreign currencies can i get transferred into my account,50,
somebody stole my wallet and is using my card can you do something so they cant keep taking my money,20,
do i need a disposable card,37,
could i reactivate my card please i couldnt find it but it turns out it was in my jacket pocket,13,
why was i charged a fee to transfer,64,
its been over a month and i still havent received my goods i ordered a pencil for crying out loud its not that hard to deliver that im done with these people give me a refund immediately ill search for my japanese exclusive pencil elsewhere,52,
is there a limit to using a disposable virtual card,29,
good afternoon i made a transfer from my uk bank account i havent seen anything on the account in the pass few hours please check the account to make sure everything is fine,5,
how can i order a card,43,
hi i am disappointed to see such a bad exchange rate and hope you can assist me would you be able to confirm the official interbank exchange rate for me,17,
i would like to change currency,33,
help me link my card,13,
whats the limit for disposable virtual cards,29,
i would like to top up my account with a bank transfer is that allowed,65,
the date my card expires is coming up,9,
what steps do i take to unblock my pin,49,
what is needed for the identity verification,69,
i managed to drunken block my card help,49,
is there an additional cost to exchange currencies,31,
why was my withdrawal declined,26,
i keep trying to use my card to buy some things and you keep declining it why ive tried multiple times to make it go through but it wont,25,
i got the incorrect amount of money given to me from my account,75,
is there a charge for exchanging foreign currency,31,
can i change my pin at an atm,21,
how long does eu transfer take i bought something online a couple days ago sent the money immediately online but the seller says it is still not there yet,48,
i need to activate my card,0,
what are the exchange rates you assign,32,
i didnt receive the correct amount of cash,75,
is there a possibility to open an account for my sons and daughters,1,
what documents do i need for the identity check,69,
the exchange rate for foreign atm currency is wrong,76,
did i not get my refund i dont see it,51,
at which atms can i use this card,3,
what are the steps for depositing cash into my account,58,
ive just moved and i need to change my details,30,
please tell me why i was charged additionally when i used the card,15,
why hasnt my son received the transfer i sent to him earlier,66,
oh my god i lost my card what should i do,41,
how many digits identify the topup verification code,71,
the amount of money i pushed at the atm machine did not come out of the machine,75,
i performed a transfer within the country the day before yesterday but it has not gone through can you check on that the account number is definitely correct as ive checked,66,
i need to expedite my card,12,
help me my phone has been lost or stolen,42,
for some reason i forgot the passcode i have,44,
where do i unblock my pin,49,
will this card work at any atm,3,
i have tried to submit a transfer a couple of times now and for some reason it continues to be unsuccessful do you know why this may be,7,
is there a way to see where funds come from,70,
i cannot find my pin,38,
an overseas cash transfer did not work correctly,76,
i havent gotten my credit card in the mail,11,
i dont see my card anywhere in the app,13,
what does topup verification do,71,
what currencies does google pay top up accept,2,
does the exchange rate change,32,
everything was stolen from me i cant use the app please advise,42,
i live in the eu can i order one of your cards,24,
how do the cards work,37,
anytime ive made an atm withdrawal before it has always been free i now say that i have been charged for my most recent atm withdrawal whats going on here,19,
how do i dispute a direct debit transaction,28,
why did i get charged a fee for transferring money,64,
my money is back in my account after a seller contacted me stating they never received payment i am positive it was deducted out of my account please get this sorted out right away,53,
i must make several disposable cards per day,29,
i was unable to transfer money from my account,35,
i want to reactivate my card i thought i had lost it but found it again in my jacket this morning,13,
please help me find my topup verification code,71,
can i order a new card with the app,9,
why and i being charged this fee,15,
i could not transfer funds to a beneficiary is there a problem with your software,7,
i got some cash out of the atm over the holiday and it seems that ive been grossly overcharged i wouldnt have done that if i knew of these outrageous charges,76,
i have a card that expires in the coming month do i have to specifically ask for the updated card,9,
i did not receive my purchase how do i cancel it,52,
how do i replace my card,9,
i havent received my virtual card,40,
i see a charge of 1l i do not recognize on my statement,34,
hi i am trying to buy something online but i think there is some issue in my card as payment is reverted please help me in this as i am facing the same issue from last two weeks,53,
the atm im standing in front of only gave me 10 pounds rather than the 30 pounds i wanted the app shows i took out 30 pounds also what do i need to do to fix this,75,
i am angry that i got charged for using my card,15,
i urgently need to topup my card but its getting declined please help me in this or advise with other options if any,59,
i just got my card and cannot get it to work,0,
i cant add any more money,59,
can i use a visa or mastercard,73,
why do you need to check my identity,74,
why hasnt my friends transaction arrive yet,66,
why did i only receive this much currency,76,
do i need any kind of proof for the identity check,69,
do you support direct deposits from my employer,50,
is there a way to fix my top up,59,
is there a pay structure for currency exchanges,31,
what should i do if i exceed my pin tries,49,
can i transfer my paycheck to the account,50,
i want to know how to transfer money with my credit card,62,
the exchange rate was wrong,76,
there was a limited amount of money available at the time of my transaction,75,
which countries do you currently support,24,
how do i change my address,30,
i exchange my currency quite a bit do i get an exchange price break,31,
any charges applicable for new card,23,
why im i being charged an extra pound,34,
it wont let me activate my card,0,
there is a single payment on my card which shows as pending,45,
do you give refunds,52,
how can i see the progress of delivery of the card that was sent,11,
i would like some more physical cards what is my limit,39,
i have a card payment which shows as pending,45,
my card payment was reverted why,53,
i going to be traveling can i set up auto topup if i run low on money,4,
i know theres an autotop option but i can not locate it when i look,4,
i did not get the right exchange rate while getting my cash out,76,
i got less money than i asked for,75,
does a us transfer take long,67,
i used my card to make a payment and wondered why the payment was reverted,53,
what sort of restrictions are there for the disposable cards,29,
please help me my physical card isnt working right,14,
im in the eu can i get one of your cards,24,
where is the transfer to my account,5,
my card is expiring soon,9,
i need a quick transfer from china how long would that take,67,
how long does it take for a card to arrive,12,
i just recently got a new beach condo in bora bora and to furnish it i used this account a lot from overseas its upsetting being a longtime customer of yours that i saw extra fees on my account from my currency transfer is this what i should expect from you in the future,64,
can i add money to top up my account via a bank transfer,65,
i want to hold and exchange fiat currencies what can i use to do so,36,
how long will my most recent transfer take to go through the recipient needs the money urgently,66,
on my statement there is a strange 1£ charge that appears as pending whats causing that i havent purchased anything thats just a pound,34,
how do i fix a broken card,14,
my top up was reverted can you help,61,
does the exchange rate change each day for purchases there is a different rate on my purchase,17,
i look but i see no virtual card why is that,40,
my card didnt work at the atm in notting hill is my card working,26,
why hasnt the money i transferred into my account shown up yet,5,
please tell me how to change my pin,21,
is there a reason for my top up to be cancelled,61,
could you inform me as to why i have been charged a higher fee for doing banking abroad,64,
i got married and need to change my name,30,
i transferred money from the us how long does it take,67,
why did you cancel my card payment,53,
is it possible to topup with google pay,2,
can you tell me whats going on with my card it seems to be not working,14,
why is my topup showing as reverted,61,
i havent received my card yet how long does it normally take,12,
i thought i knew my password but i guess i was wrong what can i do now,44,
how to a go about ordering a disposable virtual card,37,
when should i receive my refund,51,
where can i top my card for free,57,
are there only certain atm machines where i can use this card,3,
in which stores can i shop with this card,10,
i think a card payment i made was cancelled can you check,53,
i cant seem to use my card can you help,14,
hi i have transferred money but beneficiarys account is credited with less amount now i have transfer the difference of the amount i think there is some issue could you please look into this,64,
what do i do the atm took my card,18,
i ordered something and now i have buyers remorse since what i ordered hasnt come yet can you just cancel the payment since i already know i want a refund for it,52,
phone is gone dont want others to access account information,42,
im confused ass to why my contactless is not working,23,
what is the cause of the delay in applying my card payment to my account,45,
the exchange rate for my withdrawal was wrong,76,
why am i unable to withdraw my money through this card,26,
how come there is a duplicate charge on my card,63,
can i get a card in person,43,
i went tot the atm earlier today and didnt realize this till now but i did not get all the money i requested i believe my account was charged for 100 but i only got 80 is there any way we can solve this problem,75,
hello i wanted to get some more information about atm withdraw fee i have been withdrawing money for years and notice this charge on my account i always thought it was no fee since its you guys atm company that i am withdrawing can you please explain,19,
i would like to change my adress,30,
why would a transfer to an account not be allowed,7,
i tried to use my card today in the restaurant but it didnt work and just got declined whats wrong,14,
is there a charge to use a top up card in the us,57,
is there a limit on disposable cards,29,
it is extremely important that i cancel the transfer i made yesterday and put the money into a different account is this possible,8,
my card payments have stopped,53,
how can i top up using google pay,2,
can you tell me why my topup failed,59,
do you offer any discounts for someone who exchanges currencies frequently,31,
if i want to select a new pin what do i do,21,
i just topped up and the app denied it,59,
why isnt my beneficiary allowed,7,
what are eligible holding and exchange currencies,36,
im hoping you can answer my question about a pending transfer that ive had for a while now i know that all of the account details are correct so why is it taking so long to go through,48,
what do i do if i have forgotten my passcode,44,
why have i not gotten my new card,11,
what are the charges if i exchange foreign currency,31,
where can i change my pin,21,
why do i need to verify my funds,70,
my purchases from this morning still have pending payments,45,
for the disposable cards what are the restrictions,29,
i think the currency exchange thats been applied is wrong,17,
when i got my cash the amount was not what it should have been based on the exchange rate,76,
i hope you can help me someone has stolen my wallet and now i have noticed that they have been taking money from my account,20,
i transferred money but the balance did not update,5,
i believe i got a wrong exchange rate when i got cash,76,
what limits are there on the virtual cards,29,
my phone was stolen what should i do,42,
i still havent received my card after two weeks is it lost,11,
people are using my debit card help,28,
is auto top up a provided service,4,
how can i the person see my money transaction,66,
why was i charged twice for the same transaction,63,
this is terrible i want to delete my account,55,
do i have to top up in euros if i use a card or can i use a different currency,54,
why can i not do a transfer to a beneficiary,7,
why was i not allowed to do a transfer to a beneficiary,7,
i wanted to top up my account and it doesnt look like it worked,59,
how to i switch my money for the money used in another country,33,
my apple pay top up with my american express card is not working please tell me why,2,
i want to use my american express for adding money into my account,54,
when i add money to my international card do you charge a fee to do so,57,
someone has a copy of my card i have my card with me but someone just made a 500£ cash withdrawal help me,20,
i made a transfer and the receiver said they havent actually received the right amount but its a bit less now i have to transfer more money to make up for the missing bit can you please alert me about this what has been going on,64,
ive just been married and need to update my name,30,
what happens when i money transaction doesnt show up on the receiving side,66,
why did you charge me more for my purchase it was a foreign currency and you didnt offer market rate,17,
i cannot get my disposable virtual card to work,72,
can i add a new currency to my account,33,
can you walk me through how i can edit some of my personal information,30,
how do i change my identity,69,
is it possible to exchange currencies using the app,33,
what are the currency types that i can keep money in,36,
can you tell me where to find my topup verification code,71,
there is a payment i dont recognize,16,
why can i not choose the card i want,73,
i have exceeded the number of pin attempts,49,
my money has disappeared i had recently added money in and saw it was there and went through now its gone what is happening,61,
whats up with the extra fee i got,19,
i have been overcharged i just changed over russian ruble to uk pounds and it was too much it seems something was wrong with my exchange,17,
my topup was reverted by the app,61,
why is it required to verify my identity,74,
how long do bank transfers take to clear,5,
why has my card payment not yet been applied to my account,45,
i was wondering if i could get a second card on this account i would like my daughter to have one,39,
i cant see my refund in my history,51,
i think my card is expiring what happens then,9,
how do i order my card,43,
i dont understand why there is an extra €1 fee in my statement,34,
why are my payments not working and show pending,45,
i noticed that there is a withdrawal in the app that is not mine,20,
its only been a few weeks my my topup got cancelled,61,
is it possible to get a real card,43,
help me order a new card thats going to be expired soon,9,
what is the charge for exchanging currency,31,
i need to reset the passcode,44,
is there a limit to the number of disposable cards per day,29,
what flat currencies do you use for holding and exchanges,36,
what steps do i have to take to activate my card,0,
what is the charge for using a top up card in the us,57,
im trying to verify my topup card but i cant find the code,71,
the atm stole my card,18,
i did a transfer but it is still pending,48,
what is the pending payment on my card about,45,
if my funds are running low will the app top up automatically,4,
does it cost money to top up,57,
been trying to transfer money this morning but keep getting rejected i dont understand why this is happening,35,
why did my payment not go through why did it cancel,53,
i didnt receive the correct exchange rate when i got cash,76,
my transaction went through but i was charged a fee why,64,
it looks like someone besides me ordered something with my card what should i do,22,
do you convert to euro,36,
my account is new why can i not top up,47,
why is the refund not on my statement,51,
i want to know where my money comes from,70,
how to get new card after atm eats it,18,
i need assistance with transferring funds to another account,65,
i topped up but the app declined it,61,
how can i find out the source of my available cash,70,
im waiting for a transfer from the us how much longer,67,
i would like to receive my salary in a different currency how does that work,50,
if us cards have a top up charge what is it,57,
can you tell my why my funds transfer did not work properly,35,
i will need a new card because mine is almost expired how fast do i get a replacement and what is the cost,9,
i am still waiting on my bank transfer,5,
is there a limit to auto top,4,
i need to add a serious amount of cash to my card how do i do that,60,
money is not in recipients account,66,
what is the closest atm,3,
i have a trip coming up and want to add money automatically,4,
am i allowed to change my pin anywhere,21,
when is a payment i made with my card going to clear,45,
can i allow other people to top up my account,62,
is there a specific date it can be delivered by,12,
the atm sucked my card in,18,
i just received a new card where do i go to link it to my account,13,
does my account have the option to hold multiple currencies,36,
the app doesnt believe its me,68,
my top up did not go through yet,47,
i have heard about these disposable virtual cards but dont understand how they work,37,
how do i check security settings on my card,14,
i got billed an extra pound,34,
i tried to top up with my card but it was declined i was able to a couple days ago and it worked is something wrong can you check it for me please,59,
i must have entered my pin wrong,49,
i want to exchange usd and gbp with the app,33,
i need to cancel a transaction immediately,8,
i saw a payment come out of my account for a merchant i dont remember,16,
how much longer do i have to wait until my transaction is complete i transferred money to another country many hours ago and the transaction is still pending,48,
do you support all countries,24,
a transfer to my account shows as still pending and i wanted to know how long it is suppose to take to clear,48,
why has my topup been reverted,61,
did you lose my money i had added funds through topup not long ago and i know they were in my account but they seem to have disappeared what happened,61,
how long will it take for my transfer to stop pending,48,
why can i not do a transfer,7,
i am inquiring about a 1 charge on my statement,34,
i need to transfer something from china how long will it take,67,
i tried transferring money to a beneficiary however i was unsuccessful,7,
i have a cash withdrawal on my statement that i am unsure of,20,
a bank atm did not give my card back what do i do now,18,
my currencies needed to be exchanged often and i was wondering if there were any discounts available for this,31,
i was wondering why my card was declined,25,
my refund has not yet been credited on my statement,51,
how can i add a new card,13,
why is there a charge for 1 on my account,34,
i need to order a new card can you please direct me to the virtual cards,40,
what is going on with my cash deposit im looking at my account balance and it is not there it has been almost a week someone better get back to me asap,6,
my card was declined but it shows as multiple charges,63,
i need info on activating my card,0,
why are you not accepting my transfer ive tried a couple times already now and it just keeps showing an error message,7,
google pay top up isnt working,2,
my transfer was rejected,27,
is there a limit to the number of disposable cards i can have,29,
i would like to cancel a transferis this possible,8,
i have made a withdraw from an atm this last holiday why is there such a high charge from this transaction,76,
what should i do i topped off but the app reversed it,61,
i want to use my account before identity verification,74,
how did you arrive at the rate of exchange i thought that i would get more cash,76,
hello please look into this matter urgently as i have lost my wallet and i can see one withdrawal now i do not want to loose more money,20,
tell me if there is a topup limit,60,
whats the closest place to withdraw money,3,
is there a way to track the delivery of my card,11,
i would like to be assisted with the activation of my card,0,
what is the first step that i should take after my card has been stolen,41,
i didnt receive the amount of cash i requested for the atm,75,
i do not understand what this particular direct debit is,28,
is the exchange rate current,32,
my top up didnt go through,59,
why is there are there two of the same transaction,63,
i think that the exchange rate was wrong for the payment made last saturday i was charged extra,17,
how can i change my pin without going to the bank,21,
hello i noticed there is a payment from my card to a business that i am not familiar with i definitely did not make this payment,16,
is it free to send out more cards,39,
which cards are accepted for topping up,54,
theres an error with the rate that is charged,17,
can i change my name i am not married,30,
there is a direct debit patentp that i havent authorized,28,
i need to get some euros for my holiday am i able to exchange some of my money,33,
i received a decline message on a transfer,27,
how do i see my source of funds,70,
what do i do if there is a direct debit on my account that shouldnt be there,28,
what is the procedure of unblocking my pin,49,
google pay wont let me top up,2,
what fiat money can i used in the exchange and holding,36,
i need some money transferred asap how long does the process take,67,
i recently deposited a cheque and cannot find the cash from it,6,
i made a top up yesterday but its still pending,47,
is there a way to do top up with apple pay,2,
i just got a card how can i add it to the app,13,
is there something blocking me from making transfers,7,
hows the exchange rate looking right now,32,
can you tell me when my money transfer will go through,48,
the service here is horrible i want to delete my account,55,
what kind of cards are supported what currency,54,
is it possible to dispute a debit payment from a couple of months ago,28,
what is the fee on my statement for,34,
im suddenly getting an error while attempting a transfer that it isnt possible why ive done it before,7,
am i able to modify my account details,30,
can i top up using my cheque,58,
your exchange rates come from where,32,
i didnt initiate a direct debit that i see on my account,28,
how can i request cash back the atm just gave me the wrong amount that ive been charged though,75,
i want to do a swift transfer,56,
my new card has arrived whats the activation procedure,0,
my friend deposited 100 into my account but it is not showing up,6,
what is this card payment i do not recognize it,16,
i am unable to use my card for some reason,14,
can my children open an account,1,
i made a transfer and the receiver said an amount was received but not exactly the same as the right amount i now have to transfer more to get the remainder to the receiver can you alert me about this whats been happening,64,
i prefer mastercard,73,
i need another card,39,
how do i get the passcode reset,44,
when i was transferring money i was charged extra why,64,
i guess exchange rate for my payment was not correct as i charged extra on the last saturday,17,
i need to know what flat currencies you support for holding and exchange,36,
what is the status of my cards delivery,11,
how many different currencies can i have my money in,36,
i received my card how do i link it to the app,13,
the currency exchange rate was wrong for a purchase i made,17,
i asked for a certain amount of money from the atm but it gave me a different amount less than what i asked for,75,
what are the uses for disposable cards,37,
ive deposited a check in my account but the cash isnt showing as available,6,
i cant upload my identification,68,
hello how do i go about getting a refund of an item i bought i want to cancel the payment since i have not received the item yet,52,
why is the exchange rate on my card payment different than i expected,17,
will my card work at all merchant locations,10,
can i change my pin through the app,21,
problem with my top up going through,47,
what kind of fee is there to topup my account,56,
i noticed an extra pound charge,34,
i have a trasnger that is pending and wondered about it,48,
can you find out why my credit card didnt process payment it was declined for top up so whats the deal,59,
i have a fee for cash withdrawal,19,
can you show me how to top up with google play,2,
what is the expected delivery date of my card,11,
hello what is a virtual card and how do i get one,40,
why was my pin blocked,49,
is there a way to track my card,11,
i tried transferring to an account but it wont let me,7,
something is wrong my topup is gone and i dont know what happened to my money,61,
what are all the fiat currencies that are supported for both exchange and holding,36,
will i be charged if i add more cards to the account,39,
i think my card payment has been refunded,53,
how long does it take to reflect in my balance a top up,47,
i made a payment and it is showing up twice,63,
what can i do if my card still hasnt arrived after 2 weeks,11,
are cheques accepted for a top up,58,
i am still waiting for a transfer to show up,48,
a transaction to a friend still hasnt shown up,66,
if i dont have all my documents can they still verify my identity,69,
where can i use my mastercard,10,
are there charges for cash withdrawals,19,
editing my personal details,30,
i want to link my new card can you help,13,
how long does it take for a pending cash withdrawal,46,
hi something is going on with the app i see some payments i didnt make,16,
my wallet was just stolen and i see my account already has a withdrawal can you please help me,20,
top up not completed,47,
i want to cancel my purchase,52,
cancel my account,55,
i made an atm withdrawal over the holiday and then later realized i was charged an exorbitant fee i never wouldve made this withdrawal if id known id be charged so much,76,
i made a bank transfer but it doesnt seem to have gone through,5,
what is the disposable card for,37,
can i select my card scheme or do you choose it for me,73,
why do you require identification documents,74,
i have no idea why there is a dollar that has been charged to my account,34,
are cards issued to people living in the us,24,
i want a card but im not in the uk can i get one still,24,
how do i track the card you sent to me,11,
when will my transfer be in my account,67,
do i get any sort of discount on volume for a lot fo currency exchanges,31,
which countries do you support,24,
do i pay extra for exchange,31,
i may have entered the pin wrong and the account is blocked what do i have to do to get it unblocked,49,
will there be a fee if i receive a sepa transfer,56,
my moneys disappeared from my account i topped up the other day and it was there but now its not help,61,
why is the exchange rate for my payment incorrect,17,
verify topup card help,71,
what type of card can i use to top up,54,
i suspect someone used my card,22,
i just noticed my transfer was declined and i dont know why can you help me,27,
how long do eu transfers take i bought something online a couple days ago sent the money immediately online but the seller says it is still not there yet,48,
what other currencies can i hang onto,36,
i think i got charged twice for the same thing,63,
there are a few payments in the app that i didnt make does someone else have my card what should i do,16,
when can i expect my card to arrive,12,
my check or cash deposit has not shown up,6,
i need to change my personal details in my account,30,
how does my statement get updated so i know when a refund will reflect on my balance,51,
whats the fee for exchange of foreign currencies,31,
show me the source of my money,70,
my card payment has been pending for a long time now why is it taking so long to take it should have already made it through,45,
what is the minimum age limit,1,
i have just read my statement and there is a payment i dont recognise,16,
can you please assist me in apple pay in getting top up to work,2,
how long does a transfer from the us take,67,
what countries are getting support,24,
withdrawal pending meaning,46,
i want one of the virtual cards,40,
i already paid to topup but the funds arent available yet where are they,47,
could you please put a freeze on my card there are some payments on it that i dont know where they came from,16,
is my countrys currency supported by your system,36,
my salary is in gbp do i need to configure this somewhere,50,
could not complete transfer states declined,27,
i tried my pin too many times and now my card wont work,49,
i anticipate getting a visa card,73,
i was doublecharged for a transaction,63,
can i pick between visa and mastercard,73,
do you have eur currency available for me,36,
why dont you accept american express for adding money to my account,54,
why are all my identity details required,74,
i think there has been a mistake with my transfer,27,
please tell me how i can get a virtual card,40,
my top up did not show up as shown and my money has disappeared can you help me fix this glitch problem,61,
will you guys charge me for topping up by transfer,56,
can i have a new card shipped to china,9,
when will i receive my card,12,
i have done a transfer within the country the day before yesterday but its still not there yet can you please check whats going on with that the account number definitely is the right one ive checked that several times already,66,
